cusip,ric,Company Common Name,trbc_economic_sector,trbc_business_sector,trbc_industry_group,trbc_industry
87583X109,TNGX.OQ,Tango Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
876030107,TPR.N,Tapestry Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers
876108101,,,,,,
87611R306,,,,,,
87612E106,TGT.N,Target Corp,Consumer Cyclicals,Retailers,Diversified Retail,Discount Stores
87612G101,TRGP.N,Targa Resources Corp,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
87615L107,TH.OQ,Target Hospitality Corp,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines"
87615L115,THWWW.OQ^C24,Target Hospitality Corp,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines"
876511106,TKO.TO,Taseko Mines Ltd,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals
87651B104,,,,,,
87652B103,TSM.V^H16,Tasman Metals Ltd,Basic Materials,Mineral Resources,Metals & Mining,Non-Gold Precious Metals & Minerals
87652V109,TASK.OQ,Taskus Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
876545104,PMGM.OQ^E24,Priveterra Acquisition Corp II,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
876545112,PMGMW.OQ^E24,Priveterra Acquisition Corp II,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
876568502,TTM.N^B23,Tata Motors Passenger Vehicles Ltd,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
87663X102,TTCFQ.PK^B26,Tattooed Chef Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing
876664103,TCO.N^L20,Taubman Centers Inc,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
877163105,TAYD.OQ,Taylor Devices Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
87724P106,TMHC.N,Taylor Morrison Home Corp,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding
877619106,TSHA.OQ,Taysha Gene Therapies Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
87807B107,TRP.TO,TC Energy Corp,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
87808K106,TCRR.OQ^F23,TCR2 Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
878155100,,,,,,
87817A107,TMH^B17,Team Health Holdings Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
878193101,,,,,,
87819P102,TEA.N^A13,Teavana Holdings Inc,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution
878237106,TECD.OQ^G20,Tech Data Corp,Consumer Cyclicals,Retailers,Specialty Retailers,Computer & Electronics Retailers
87823R102,TETC.OQ^C23,Tech and Energy Transition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
87823R110,TETCW.OQ^C23,Tech and Energy Transition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
87823R201,TETCU.OQ^C23,Tech and Energy Transition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
878377100,,,,,,
878483106,,,,,,
87854Y109,THNPY.PK,Technip Energies NV,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment
878742204,TECKb.TO,Teck Resources Ltd,Basic Materials,Mineral Resources,Metals & Mining,Diversified Mining
87874D101,TWLL.OQ^E10,Techwell Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
87874R100,TTGT.OQ^L24,TechTarget Holdings Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
87876P201,TGEN.A,Tecogen Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
878895200,TECUA.OQ^E14,Tecumseh Products Co,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
878972108,TECX.OQ,Tectonic Therapeutic Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
87901J105,TGNA.N^C26,Tegna Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
879080109,TRC.N,Tejon Ranch Co,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations"
879101103,TKLC.OQ^A12,Tekelec Global Inc,Technology,Technology Equipment,Communications & Networking,Communications & Networking
879101AE3,,Tekelec Global Inc,Technology,Technology Equipment,Communications & Networking,Communications & Networking
879131100,TEK.N^K07,Tektronix Inc,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
87918A105,TDOC.N,Teladoc Health Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
879246106,TNE.N^D12,Tele Norte Leste Participacoes SA,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
879273209,TEO.N,Telecom Argentina SA,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
879278208,,,,,,
87927P200,TTHYL.PK^A13,Telecom HOLDRS Trust,,,,
87927Y102,TIIAY.PK,Telecom Italia SpA,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
87927Y201,TIAIY.PK,Telecom Italia SpA,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
87929A102,,,,,,
87929J103,TSYS.OQ^B16,TeleCommunication Systems Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
879360105,TDY.N,Teledyne Technologies Inc,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
879369106,TFX.N,Teleflex Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
87936R106,VIV.N^K20,Telefonica Brasil SA,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
87936R205,VIV.N,Telefonica Brasil SA,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
879382208,TELFY.PK,Telefonica SA,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
879403780,TMXy.D^B12,Telefonos de Mexico SAB de CV,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
879433100,,,,,,
879433829,TDS.N,Telephone and Data Systems Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
879455103,TNAV.OQ^B21,Telenav Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
879512309,TSAT.OQ,Telesat Corp,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
87960W104,,,,,,
87961M105,TLX.OQ,Telix Pharmaceuticals Ltd,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
879664100,TLAB.OQ^L13,Infinera Optical Holding Inc,Technology,Technology Equipment,Communications & Networking,Communications & Networking
87968A104,TELL.A^J24,Woodside Energy (LA) Holdings Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
879690105,TII.N^H10,Telmex Internacional SA de CV,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
87969B101,TLS.OQ,Telos Corp,Technology,Technology Equipment,Integrated Hardware & Software,Integrated Hardware & Software
87971M103,T.TO,Telus Corporation,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
87971M202,Ta.TO^B13,Telus Corporation,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
87974R208,TMSNY.PK,Temenos AG,Technology,Software & IT Services,Software & IT Services,Software
87975F104,TELO.OQ,Telomir Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
87975H100,TIXT.TO^K25,TELUS International (CDA) Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
879868107,TIN.N^B12,Temple-Inland LLC,Basic Materials,Applied Resources,Containers & Packaging,Paper Packaging
87990A106,TNYA.OQ,Tenaya Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
879939106,,,,,,
88023B103,TEM.OQ,Tempus AI Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
88023U101,SGI.N,Somnigroup International Inc,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings
88025T102,TENB.OQ,Tenable Holdings Inc,Technology,Software & IT Services,Software & IT Services,Software
88025U109,TXG.OQ,10X Genomics Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
88025V115,,,,,,
88031M109,TS.N,Tenaris SA,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment
88032L605,TENX.OQ,Tenax Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
88033G100,,,,,,
88033G407,THC.N,Tenet Healthcare Corp,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
880345103,TNC.N,Tennant Co,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
880349105,TEN^K22,Tenneco LLC,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
88034P109,TME.N,Tencent Music Entertainment Group,Technology,Software & IT Services,Software & IT Services,Online Services
88076W103,TDC.N,Teradata Corp,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
880770102,TER.OQ,Teradyne Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment & Testing
880770AD4,,Teradyne Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
880779103,TEX.N,Terex Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles
88080T104,WULF.OQ,Terawulf Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency
88087E100,TMX^J22,Terminix Global Holdings Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
880881107,TERN.OQ,Terns Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
880890108,TX.N,Ternium SA,Basic Materials,Mineral Resources,Metals & Mining,Iron & Steel
880915103,TRA.N^D10,Terra Industries Inc,Energy,Energy - Fossil Fuels,Coal,Coal
881005201,TNH.N^D18,Terra Nitrogen Company LP,Basic Materials,Chemicals,Chemicals,Agricultural Chemicals
88104M101,GLBL.OQ^L17,Terraform Global Holdco LLC,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
88104P112,TRTLW.ZY^L16,Yatra USA Corp,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
88104P203,TRTLU.O^L16,Yatra USA Corp,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
88104R100,,,,,,
88104R209,TERP.OQ^H20,TerraForm Power Inc,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
88105P111,LLAPW.PK^J24,Terran Orbital Corp,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
881448203,TMRK.OQ^D11,Terremark Worldwide Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
881451108,TSTRQ.PK^C13,Midwave Wireless Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
881454102,IMSR.OQ,Terrestrial Energy Inc,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering
881459101,TGCN5.UNL,Territorial'naya generiruyushchaya kompaniya No 5 OAO,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
88146M101,TRNO.N,Terreno Realty Corp,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
881569107,TSRO.OQ^A19,TESARO Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
88157K101,TESO.OQ^L17,Tesco Corp,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment
881609101,,,,,,
88160R101,TSLA.OQ,Tesla Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
881624209,TEVA.N,Teva Pharmaceutical Industries Ltd,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
88162F105,TTI.N,Tetra Technologies Inc,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment
88162G103,TTEK.OQ,Tetra Tech Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Environmental Services & Equipment
88164L100,,,,,,
88165N105,,,,,,
88166T101,,,,,,
88224Q107,TCBI.OQ,Texas Capital Bancshares Inc,Financials,Banking & Investment Services,Banking Services,Banks
882491103,TXI.N^G14,Martin Marietta Southwest Ready-Mix Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
882508104,TXN.OQ,Texas Instruments Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
882610108,,,,,,
88262P102,TPL.N,Texas Pacific Land Corp,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
882681109,TXRH.OQ,Texas Roadhouse Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars
883203101,TXT.N,Textron Inc,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
883211104,TXTR.N^F16,Textura Corp,Technology,Software & IT Services,Software & IT Services,Software
88322Q108,TGTX.OQ,TG Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
88331L108,SKIN.OQ,Beauty Health Co,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products
88331L116,SKINW.OQ^K21,Beauty Health Co,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Products
88332T118,,,,,,
88337F105,ODP.OQ^L25,ODP Corp,Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers
88337K401,NCTY.OQ,The9 Ltd,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency
88338H100,,,,,,
88338K103,STKS.OQ,One Group Hospitality Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars
88338N107,,,,,,
88338T104,,,,,,
88339J105,TTD.OQ,Trade Desk Inc,Technology,Software & IT Services,Software & IT Services,Software
88339P101,REAL.OQ,RealReal Inc,Consumer Cyclicals,Retailers,Diversified Retail,Department Stores
883556102,TMO.N,Thermo Fisher Scientific Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
88362T103,THR.N,Thermon Group Holdings Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
88408P107,,,,,,
88408P115,,,,,,
88408P206,THMAU.OQ^L21,Pear Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
88409C105,SWIM.OQ^F09,thinkorswim Group Inc,Academic & Educational Services,Academic & Educational Services,Professional & Business Education,Professional & Business Education
